user_id,Something's Gotta Give,Kill Bill: Vol. 2,American Beauty,The Wedding Planner,Man on Fire,S.W.A.T.,Pirates of the Caribbean: The Curse of the Black Pearl,50 First Dates,What Women Want,The Bourne Supremacy,Lord of the Rings: The Fellowship of the Ring,Braveheart,The Silence of the Lambs,Ghost,Napoleon Dynamite,Sideways,Men in Black II,The Last Samurai,Bruce Almighty,Shrek 2,Finding Nemo (Widescreen),Patch Adams,The Sixth Sense,The Italian Job,Rain Man,Erin Brockovich,Gone in 60 Seconds,Miss Congeniality,Dodgeball: A True Underdog Story,I; Robot,Memento,Fight Club,The Bourne Identity,Collateral,My Big Fat Greek Wedding,Pretty Woman,Sister Act,Entrapment,The Fast and the Furious,Ferris Bueller's Day Off,Armageddon,Men of Honor,Dirty Dancing,Top Gun,Minority Report,Catch Me If You Can,The Royal Tenenbaums,Good Will Hunting,Pearl Harbor,Mr. Deeds,Raiders of the Lost Ark,The School of Rock,The Incredibles,Pulp Fiction,Monsters; Inc.,Maid in Manhattan,Forrest Gump,American Pie,Lord of the Rings: The Two Towers,Swordfish,Spider-Man 2,Big Fish,Lost in Translation,The Rock,Twister,Mystic River,John Q,Double Jeopardy,Men in Black,Two Weeks Notice,Troy,The General's Daughter,Air Force One,Gladiator,Enemy of the State,Lord of the Rings: The Return of the King,The Patriot,Lethal Weapon 4,Spider-Man,Kill Bill: Vol. 1,How to Lose a Guy in 10 Days,The Shawshank Redemption: Special Edition,Shrek (Full-screen),The Matrix,Tomb Raider,Ocean's Eleven,Independence Day,The Day After Tomorrow,Sweet Home Alabama,Con Air,The Green Mile,The Fugitive,A Few Good Men,Titanic,Anger Management,Indiana Jones and the Last Crusade,Meet the Parents,Saving Private Ryan,National Treasure,The Terminal
1672386,4.0,4.0,5.0,0.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,0.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,0.0,1.0,4.0,4.0,4.0,3.0,4.0,0.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,5.0,3.0,0.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,0.0,3.0,4.0,4.0,4.0,3.0,0.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,0.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0
1672832,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,0.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,0.0,4.0,4.0,3.0,0.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,0.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,2.0,5.0,2.0,5.0,4.0,3.0
1673185,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,0.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,0.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,5.0,2.0,4.0
1674931,3.0,4.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,0.0,5.0,0.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,5.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,4.0,0.0,0.0,2.0,4.0,3.0,4.0,5.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,4.0,2.0,5.0,4.0,5.0,2.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,4.0,2.0,3.0,3.0,0.0,4.0,4.0,0.0,3.0,3.0,4.0,2.0,4.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,0.0,2.0
1675105,5.0,0.0,2.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,0.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,0.0,1.0,0.0,3.0,3.0,4.0,0.0,2.0,0.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,0.0,2.0,3.0,1.0,3.0,0.0,3.0,4.0,3.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,0.0,4.0,4.0
1675183,4.0,1.0,0.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,1.0,5.0,0.0,0.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,1.0,5.0,0.0,4.0,1.0,2.0,3.0,0.0,3.0,5.0,4.0,5.0,0.0,4.0,5.0,4.0,2.0,5.0,4.0,5.0,1.0,4.0,4.0,4.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,0.0,5.0,4.0,5.0,4.0,1.0,5.0,4.0,1.0,1.0,5.0,5.0,3.0,1.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,1.0,5.0,1.0
1675194,1.0,5.0,2.0,3.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,1.0,5.0,4.0,4.0,5.0,4.0,5.0,1.0,1.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,3.0,1.0,5.0,5.0,5.0,3.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0
1675280,0.0,0.0,5.0,4.0,0.0,0.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,0.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,4.0,0.0,5.0,5.0,4.0,0.0,3.0,5.0,3.0,0.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,0.0,4.0,4.0,0.0,4.0,4.0,2.0,5.0,4.0,5.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0,0.0,3.0,0.0,3.0,4.0,3.0,0.0,5.0,3.0,5.0,2.0,0.0,3.0,0.0,5.0,5.0,5.0,4.0,3.0,5.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,5.0,0.0,4.0,3.0,5.0,4.0,4.0
1675619,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,2.0,2.0,5.0,4.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,0.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,0.0,5.0,3.0,4.0,4.0
1675680,0.0,3.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0,3.0,0.0,0.0,5.0,4.0,3.0,4.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,4.0,3.0,0.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0
1675966,0.0,2.0,4.0,5.0,0.0,1.0,5.0,4.0,2.0,0.0,5.0,5.0,3.0,5.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,5.0,3.0,4.0,5.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,0.0,2.0,1.0,3.0,5.0,5.0,4.0,0.0,0.0,5.0,0.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,4.0,5.0,5.0,4.0,0.0,4.0,5.0,0.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,0.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,5.0,4.0,3.0,0.0,1.0
1677588,4.0,0.0,4.0,0.0,0.0,3.0,5.0,0.0,4.0,3.0,2.0,4.0,3.0,0.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,0.0,4.0,1.0,2.0,3.0,3.0,0.0,4.0,3.0,4.0,3.0,0.0,3.0,4.0,3.0,0.0,4.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,3.0,4.0,0.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,0.0,3.0,0.0,2.0,4.0,2.0,2.0,2.0,0.0,5.0,2.0,0.0,3.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,0.0,4.0,2.0,0.0,0.0,2.0,3.0,3.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0
1679741,4.0,5.0,4.0,4.0,0.0,0.0,5.0,5.0,4.0,3.0,5.0,0.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,0.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,0.0,5.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,5.0,4.0,0.0,4.0,4.0,0.0,3.0,5.0,5.0,0.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,3.0,0.0,0.0,4.0,0.0,5.0,0.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,0.0,5.0,4.0,0.0,3.0,0.0,3.0,4.0,5.0,5.0,3.0,0.0,0.0
1681124,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,4.0,0.0,5.0,5.0,3.0,3.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,0.0,2.0,5.0,5.0,5.0,0.0,3.0,0.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,0.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,0.0,4.0,5.0,3.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0
1682851,0.0,5.0,5.0,2.0,0.0,3.0,4.0,0.0,2.0,0.0,4.0,5.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,5.0,5.0,4.0,0.0,2.0,3.0,2.0,2.0,4.0,5.0,1.0,2.0,2.0,3.0,5.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,0.0,5.0,4.0,0.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,5.0,2.0,5.0,2.0,0.0,4.0,5.0,0.0,5.0,5.0,5.0,2.0,4.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,5.0,0.0,0.0
1683198,0.0,3.0,2.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,0.0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,1.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,0.0,4.0,5.0,4.0,5.0,5.0,3.0
1684232,3.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,5.0,5.0,2.0,0.0,4.0,3.0,4.0,2.0,0.0,4.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,0.0,5.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,5.0,0.0,4.0,5.0,3.0,0.0,5.0,4.0,0.0,5.0,3.0,4.0,3.0,0.0,4.0,3.0,3.0,0.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,0.0,5.0,3.0,3.0,2.0,5.0,3.0,3.0,0.0,3.0,5.0,3.0,3.0,0.0,2.0,4.0,4.0,5.0,3.0,4.0
1684328,5.0,3.0,5.0,0.0,3.0,3.0,5.0,5.0,4.0,1.0,1.0,4.0,2.0,0.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,0.0,5.0,5.0,3.0,3.0,3.0,1.0,4.0,5.0,5.0,5.0,5.0,0.0,3.0,0.0,0.0,2.0,4.0,5.0,1.0,3.0,0.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,0.0,0.0,5.0,0.0,4.0,4.0,3.0,5.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,4.0,0.0,5.0,0.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0
1684416,0.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,4.0,2.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,5.0,5.0,5.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0
1684516,0.0,5.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,5.0,4.0,3.0,0.0,4.0,0.0,0.0,4.0,2.0,4.0,4.0,0.0,4.0,1.0,1.0,4.0,2.0,0.0,4.0,0.0,5.0,5.0,3.0,2.0,2.0,2.0,0.0,3.0,0.0,4.0,1.0,0.0,1.0,0.0,3.0,4.0,4.0,2.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,3.0,5.0,3.0,4.0,4.0,0.0,3.0,3.0,5.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,4.0,5.0,0.0,3.0,4.0,4.0,0.0,3.0,2.0,4.0,0.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,4.0,3.0,0.0,0.0
1685089,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,4.0,3.0,2.0,0.0,0.0,4.0,5.0,3.0,0.0,3.0,4.0,0.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,0.0,0.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,5.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,3.0,0.0,3.0,4.0,3.0,5.0,4.0,5.0,0.0,0.0,4.0,5.0,0.0,0.0
1685548,3.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,4.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0,4.0,0.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,0.0,0.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,0.0,4.0,2.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,0.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,0.0,0.0
1686134,4.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,5.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,0.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,2.0,5.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,1.0,2.0,0.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,0.0,4.0,3.0,0.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0
1686270,0.0,4.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,3.0,5.0,5.0,4.0,2.0,0.0,0.0,3.0,0.0,4.0,4.0,0.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,5.0,5.0,5.0,0.0,4.0,2.0,2.0,2.0,0.0,4.0,4.0,3.0,0.0,2.0,3.0,5.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,5.0,0.0,0.0,1.0,3.0,5.0,4.0,4.0,5.0,0.0,3.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,3.0,3.0,4.0,0.0,5.0,3.0,3.0,5.0,5.0,0.0,5.0,4.0,5.0,4.0,0.0,2.0,1.0,2.0,0.0,3.0,4.0,3.0,0.0,3.0,4.0,3.0,2.0,0.0,0.0
1686713,0.0,5.0,4.0,0.0,5.0,2.0,5.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,0.0,2.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,0.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,5.0,2.0,3.0,3.0,2.0,0.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,4.0,3.0,3.0
1687095,5.0,3.0,3.0,0.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,3.0,4.0,5.0,0.0,5.0,4.0,5.0,2.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0
1689683,3.0,4.0,5.0,0.0,3.0,0.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,0.0,4.0,3.0,4.0,4.0,2.0,0.0,3.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,0.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,0.0,4.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,0.0,5.0,4.0,5.0,2.0,4.0,3.0,3.0,0.0,3.0,4.0,4.0,0.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0
1690559,0.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,2.0,3.0,3.0,0.0,0.0,4.0,5.0,0.0,4.0,5.0,2.0,5.0,0.0,5.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,5.0,3.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,4.0,5.0,0.0,0.0,3.0,3.0,5.0,0.0,5.0,1.0,3.0,3.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,5.0,4.0,4.0,3.0,0.0,0.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,0.0,4.0,2.0,4.0,4.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,3.0
1691090,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0
1691893,5.0,3.0,3.0,2.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,5.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,4.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,5.0,0.0,3.0,3.0,3.0,2.0,4.0,1.0,0.0,0.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,0.0,1.0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,5.0,5.0,2.0,0.0,2.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0
1692069,0.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,2.0,2.0,0.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,0.0,5.0,3.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,2.0,3.0,5.0,5.0,0.0,5.0,5.0,5.0,2.0,5.0,0.0,4.0,0.0,4.0,5.0,5.0,0.0,5.0,3.0,0.0,4.0,5.0,4.0,4.0
1692249,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,5.0,0.0,0.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,0.0,5.0,3.0,4.0,2.0,2.0,5.0,5.0,4.0,5.0,0.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,1.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0
